"gene","GTExN7MScountsREPROCESSED","GTExNFK9countsREPROCESSED","GTExO5YTcountsREPROCESSED","GDC2821countsREPROCESSED_bam","GDC2828countsREPROCESSED_bam","GDC2839countsREPROCESSED_bam","padj","symbol","rank","rank_change"
"ENSG00000233077",4,4,6,0,0,0,0.001463404,"LINC01271",4332,NA
"ENSG00000155545",46,81,119,734,1058,936,0.001468719,"MIER3",4333,97
"ENSG00000197061",1,2,0,36,70,117,0.0014721,"H4C3",4334,258
"ENSG00000160049",177,148,207,1942,1565,2412,0.001472864,"DFFA",4335,321
"ENSG00000183666",28,32,12,835,318,762,0.001473422,"GUSBP1",4336,-304
"ENSG00000210144",0,0,3,13,144,184,0.001473422,"MT-TY",4337,NA
"ENSG00000230699",0,0,1,102,139,7,0.001473509,"",4338,-712
"ENSG00000186162",128,107,341,163,195,203,0.00147935,"CIDECP1",4339,-149
"ENSG00000234607",2,0,3,41,78,83,0.001479884,"",4340,459
"ENSG00000203872",5,9,25,309,112,339,0.001480875,"C6orf163",4341,535
"ENSG00000107951",97,97,104,956,1300,1247,0.001482768,"MTPAP",4342,291
"ENSG00000163618",2,2,46,1,1,0,0.001482997,"CADPS",4343,-41
"ENSG00000234881",0,0,0,21,42,32,0.001483563,"PIGFP2",4344,217
"ENSG00000111674",694,307,377,407,76,62,0.001483778,"ENO2",4345,-944
"ENSG00000176749",92,42,193,80,100,52,0.001483778,"CDK5R1",4346,-207
"ENSG00000197847",12,6,20,513,80,388,0.001487195,"SLC22A20P",4347,55
"ENSG00000225513",2,0,1,46,94,47,0.001487285,"",4348,NA
"ENSG00000287959",1,0,0,60,43,35,0.001487285,"",4349,587
"ENSG00000148175",2686,3563,42397,5344,3606,4847,0.001487399,"STOM",4350,-431
"ENSG00000201028",3,0,0,59,87,71,0.001487399,"RNU6-151P",4351,NA
"ENSG00000215388",7,4,7,240,69,134,0.00148928,"ACTG1P3",4352,191
"ENSG00000114999",147,163,174,1422,2361,2065,0.001492022,"TTL",4353,-25
"ENSG00000261226",11,4,1,136,258,247,0.001492491,"",4354,-521
"ENSG00000243910",21,4,11,2,5,1,0.001493318,"TUBA4B",4355,-292
"ENSG00000138111",225,190,872,308,158,338,0.001496873,"MFSD13A",4356,-1327
"ENSG00000116062",220,156,716,3687,4636,3957,0.001497241,"MSH6",4357,-279
"ENSG00000197299",65,60,262,1415,1753,1377,0.001497241,"BLM",4358,-386
"ENSG00000172349",1786,1945,5577,2604,3438,1423,0.001501218,"IL16",4359,-661
"ENSG00000270802",2,0,0,62,47,77,0.001503025,"",4360,1330
"ENSG00000072756",72,60,210,1220,1184,1063,0.001503451,"TRNT1",4361,501
"ENSG00000180884",55,43,55,1054,407,1052,0.001503451,"ZNF792",4362,-413
"ENSG00000250130",0,2,20,232,204,265,0.001503451,"GAPDHP43",4363,-445
"ENSG00000188176",16,17,18,0,6,8,0.001504765,"SMTNL2",4364,-673
"ENSG00000155252",456,288,260,224,218,32,0.001505231,"PI4K2A",4365,-1158
"ENSG00000240322",5,0,0,231,83,107,0.001507882,"RN7SL481P",4366,1097
"ENSG00000279469",1,3,4,51,104,72,0.001507882,"",4367,1193
"ENSG00000118432",10,11,31,12,5,4,0.001508071,"CNR1",4368,703
"ENSG00000196792",115,78,265,1362,1560,1595,0.001508071,"STRN3",4369,585
"ENSG00000214026",182,324,391,307,330,331,0.001508071,"MRPL23",4370,NA
"ENSG00000258034",1,1,0,72,30,95,0.001509206,"",4371,NA
"ENSG00000136925",61,34,30,758,684,750,0.00151201,"TSTD2",4372,-120
"ENSG00000107140",869,503,523,649,569,461,0.001512254,"TESK1",4373,-292
"ENSG00000287049",0,0,0,38,22,33,0.00151232,"",4374,1289
"ENSG00000237748",0,0,1,46,27,78,0.001514504,"UQCRBP1",4375,836
"ENSG00000149932",611,687,1764,772,1178,1134,0.001516779,"TMEM219",4376,599
"ENSG00000284685",3,0,2,52,104,58,0.001516779,"",4377,1147
"ENSG00000142556",20,39,58,385,465,582,0.001518022,"ZNF614",4378,123
"ENSG00000166111",5,2,35,2,2,1,0.001518074,"SVOP",4379,247
"ENSG00000286480",3,0,0,71,61,83,0.001518074,"",4380,1115
"ENSG00000163714",374,440,1195,6049,6063,7278,0.001520919,"U2SURP",4381,98
"ENSG00000167992",659,127,235,127,234,175,0.001522429,"VWCE",4382,-982
"ENSG00000255198",27,20,54,18,6,27,0.0015243,"SNHG9",4383,NA
"ENSG00000253550",0,0,0,19,41,36,0.001532058,"",4384,1046
"ENSG00000225133",0,0,0,30,22,42,0.001532616,"MORF4L1P4",4385,622
"ENSG00000174442",39,62,42,543,884,837,0.001537325,"ZWILCH",4386,-225
"ENSG00000227329",2,0,1,73,35,81,0.001537387,"",4387,NA
"ENSG00000172379",13,3,141,13,2,2,0.001545376,"ARNT2",4388,788
"ENSG00000101665",303,312,41,98,114,28,0.00154654,"SMAD7",4389,-1051
"ENSG00000139636",1499,710,1637,1414,640,1133,0.001547462,"LMBR1L",4390,-767
"ENSG00000179335",3013,1525,4290,3424,2666,3037,0.001547462,"CLK3",4391,341
"ENSG00000184005",28,106,1233,13,96,1,0.00155001,"ST6GALNAC3",4392,-1469
"ENSG00000256947",0,0,0,16,22,90,0.001550906,"",4393,NA
"ENSG00000253625",0,0,0,4,17,234,0.001551029,"IGKV2-23",4394,NA
"ENSG00000131844",203,236,258,2346,2476,2505,0.001551999,"MCCC2",4395,233
"ENSG00000272501",78,192,1290,186,185,159,0.001551999,"",4396,-664
"ENSG00000101246",494,423,759,542,854,599,0.001553316,"ARFRP1",4397,784
"ENSG00000175567",5839,7000,7585,2974,8605,5894,0.001554631,"UCP2",4398,-329
"ENSG00000216636",0,3,0,54,74,103,0.001554631,"RPL7P25",4399,466
"ENSG00000265801",0,0,0,38,41,18,0.001554683,"",4400,1045
"ENSG00000160799",415,431,689,704,659,694,0.001557001,"CCDC12",4401,524
"ENSG00000115866",297,266,627,3136,3658,5835,0.00155886,"DARS1",4402,355
"ENSG00000286288",40,54,388,65,78,31,0.001563551,"",4403,-346
"ENSG00000167619",16,2,34,1,5,4,0.001565001,"TMEM145",4404,-979
"ENSG00000142856",20,60,121,864,881,1129,0.001566557,"ITGB3BP",4405,-131
"ENSG00000149925",1565,203,345,160,209,430,0.001569004,"ALDOA",4406,-1045
"ENSG00000187653",232,400,623,8,263,54,0.001570367,"TMSB4XP8",4407,-3062
"ENSG00000231384",0,0,0,23,40,29,0.001570367,"",4408,781
"ENSG00000154839",13,15,13,154,496,217,0.001570708,"SKA1",4409,-556
"ENSG00000276317",12,14,168,21,15,13,0.001571307,"",4410,-262
"ENSG00000185842",18,7,10,174,142,1239,0.001571353,"DNAH14",4411,-175
"ENSG00000163931",10647,11748,51574,11763,21608,6524,0.001573067,"TKT",4412,-937
"ENSG00000252578",0,0,0,20,25,59,0.001573067,"RNU6-135P",4413,NA
"ENSG00000260423",2,0,0,32,47,229,0.001579963,"LINC02367",4414,-225
"ENSG00000124181",2372,1219,654,1151,431,175,0.001580258,"PLCG1",4415,-1020
"ENSG00000284882",18,102,669,62,80,46,0.001582966,"",4416,-958
"ENSG00000229585",1,3,0,62,62,96,0.00158341,"RPL21P44",4417,1394
"ENSG00000145975",3,0,0,60,73,79,0.001583445,"FAM217A",4418,NA
"ENSG00000201620",0,0,0,43,20,32,0.001585071,"RNA5SP51",4419,NA
"ENSG00000172530",527,322,802,653,691,567,0.001587006,"BANP",4420,174
"ENSG00000270116",3,1,0,65,55,109,0.001588866,"",4421,278
"ENSG00000127311",78,22,112,911,1402,883,0.001589299,"HELB",4422,-458
"ENSG00000073050",388,346,1139,511,506,712,0.001592771,"XRCC1",4423,917
"ENSG00000227309",1,0,0,32,46,59,0.001592771,"",4424,882
"ENSG00000277948",0,0,0,26,30,33,0.001593635,"",4425,NA
"ENSG00000072415",72,71,215,1257,1014,1348,0.001595809,"PALS1",4426,80
"ENSG00000284638",0,0,0,90,7,47,0.001595809,"SMIM44",4427,NA
"ENSG00000116688",2035,2286,11938,2973,3938,2825,0.00159785,"MFN2",4428,-466
"ENSG00000213997",3,0,0,139,41,86,0.001601601,"PGAM1P7",4429,-106
"ENSG00000186462",14,12,32,14,8,3,0.001605066,"NAP1L2",4430,91
"ENSG00000239291",9,4,2,124,172,132,0.00160724,"",4431,485
"ENSG00000285812",1,0,0,32,58,46,0.001608233,"",4432,386
"ENSG00000265273",10,20,254,18,24,3,0.001608341,"PGDP1",4433,-1521
"ENSG00000211796",16,2,12,2,0,0,0.001610114,"TRAV16",4434,165
"ENSG00000118557",14,0,9,194,315,328,0.001612987,"PMFBP1",4435,-256
"ENSG00000224706",0,0,0,33,12,77,0.001612987,"RPS17P13",4436,678
"ENSG00000258476",41,253,1352,13,200,31,0.001612987,"LINC02207",4437,-913
"ENSG00000099992",479,260,288,341,311,255,0.001614928,"TBC1D10A",4438,-379
"ENSG00000166535",4,3,4,226,54,79,0.001616908,"A2ML1",4439,NA
"ENSG00000143457",82,85,150,772,1206,1203,0.001619281,"GOLPH3L",4440,478
"ENSG00000115935",9076,5372,9293,7474,10725,7549,0.001619619,"WIPF1",4441,359
"ENSG00000227028",1,3,7,164,151,38,0.001619619,"SLC8A1-AS1",4442,1069
"ENSG00000212205",0,0,0,14,62,34,0.001619651,"",4443,NA
"ENSG00000198553",3,0,6,74,202,59,0.001620327,"KCNRG",4444,NA
"ENSG00000115317",211,275,422,379,308,394,0.001623734,"HTRA2",4445,NA
"ENSG00000244490",0,0,2,58,104,33,0.001624032,"RWDD4P1",4446,-175
"ENSG00000117174",98,115,131,1236,1078,1407,0.001628285,"ZNHIT6",4447,425
"ENSG00000186310",9,15,62,15,2,3,0.001628899,"NAP1L3",4448,-330
"ENSG00000225422",39,24,71,495,1107,399,0.001630939,"RBMS1P1",4449,-582
"ENSG00000175768",11,7,9,271,105,169,0.001632631,"TOMM5",4450,-182
"ENSG00000281026",109,46,169,982,1547,1470,0.001632664,"N4BP2L2-IT2",4451,-379
"ENSG00000108064",78,172,232,1570,2230,1968,0.001633018,"TFAM",4452,-328
"ENSG00000249992",35,30,20,23,4,5,0.001641417,"TMEM158",4453,-265
"ENSG00000248791",2,0,3,63,462,13,0.001642113,"",4454,-644
"ENSG00000244296",0,0,0,42,30,21,0.001642982,"RN7SL168P",4455,NA
"ENSG00000162997",5,12,15,125,167,308,0.001644096,"PRORSD1P",4456,-235
"ENSG00000163156",308,485,1611,469,719,537,0.001647262,"SCNM1",4457,-127
"ENSG00000126458",170,182,436,189,258,61,0.001649811,"RRAS",4458,450
"ENSG00000112893",312,254,497,2550,3933,3637,0.001650856,"MAN2A1",4459,452
"ENSG00000248216",1,0,0,42,31,68,0.001650856,"KCTD9P5",4460,189
"ENSG00000269887",3,35,8,4,2,0,0.001651133,"",4461,-359
"ENSG00000197976",2313,1515,3142,3269,2111,2296,0.001652156,"AKAP17A",4462,384
"ENSG00000258457",0,0,0,28,22,43,0.001653584,"AJUBA-DT",4463,NA
"ENSG00000102316",776,828,1933,1549,1390,1304,0.001654481,"MAGED2",4464,1322
"ENSG00000271147",8,8,12,106,148,156,0.001654481,"ARMCX5-GPRASP2",4465,441
"ENSG00000279537",27,7,8,4,2,6,0.001654741,"",4466,-473
"ENSG00000169519",35,38,60,362,505,569,0.001655999,"METTL15",4467,541
"ENSG00000010803",207,150,147,2961,1669,3442,0.001659614,"SCMH1",4468,-28
"ENSG00000160255",16979,21319,80691,23109,30310,7105,0.001661147,"ITGB2",4469,-1129
"ENSG00000281021",6,0,3,81,99,140,0.001664798,"",4470,NA
"ENSG00000198373",1694,1501,5078,2015,3327,1919,0.001665855,"WWP2",4471,-272
"ENSG00000101346",156,176,217,1581,2098,1868,0.001668344,"POFUT1",4472,398
"ENSG00000255492",0,0,0,28,19,52,0.001671356,"H3P33",4473,988
"ENSG00000176386",112,127,526,180,155,203,0.001672035,"CDC26",4474,-435
"ENSG00000114491",37,75,125,964,746,1065,0.001678907,"UMPS",4475,-186
"ENSG00000280004",0,0,0,18,41,36,0.001679233,"",4476,NA
"ENSG00000267934",5,0,1,124,55,146,0.00167994,"",4477,-510
"ENSG00000233072",1,1,0,32,80,69,0.001680712,"RPS15AP6",4478,376
"ENSG00000131127",117,88,176,1814,2092,869,0.001681379,"ZNF141",4479,-1145
"ENSG00000227055",1,0,0,59,30,48,0.001684344,"",4480,NA
"ENSG00000260601",1,0,0,29,90,36,0.001684501,"",4481,432
"ENSG00000171161",574,663,1823,1098,1112,727,0.001687134,"ZNF672",4482,-151
"ENSG00000197008",16,42,59,740,335,904,0.001687134,"ZNF138",4483,-375
"ENSG00000226318",3,2,0,62,76,92,0.001691304,"RPS3AP38",4484,503
"ENSG00000171557",29,0,10,0,1,0,0.001693784,"FGG",4485,NA
"ENSG00000225697",708,499,2859,890,931,312,0.001693784,"SLC26A6",4486,-969
"ENSG00000141576",241,131,135,159,27,32,0.001694929,"RNF157",4487,-605
"ENSG00000127603",2784,2388,5489,39535,24699,47362,0.001695154,"MACF1",4488,132
"ENSG00000136937",240,248,560,2987,3036,2761,0.001695912,"NCBP1",4489,804
"ENSG00000136950",390,686,1227,809,668,851,0.001695912,"ARPC5L",4490,669
"ENSG00000105409",26,26,13,16,3,6,0.00169612,"ATP1A3",4491,-33
"ENSG00000268201",4,3,0,188,91,74,0.00169612,"",4492,1100
"ENSG00000196990",3,1,35,0,1,0,0.001696508,"FAM163B",4493,-910
"ENSG00000172057",590,659,772,837,336,633,0.001698673,"ORMDL3",4494,381
"ENSG00000225602",1,0,0,30,48,58,0.001699093,"MTOR-AS1",4495,NA
"ENSG00000228887",27,42,35,7,25,27,0.001702811,"EEF1DP1",4496,-3571
"ENSG00000232342",1,0,0,25,50,72,0.001703199,"",4497,NA
"ENSG00000235961",10,10,10,0,4,0,0.001703332,"PNMA6A",4498,698
"ENSG00000176244",4,19,133,7,8,16,0.001705006,"ACBD7",4499,-497
"ENSG00000105472",167,19,40,1087,3259,6024,0.001706165,"CLEC11A",4500,-904
"ENSG00000168906",622,548,2339,15594,11903,11895,0.001706165,"MAT2A",4501,-472
"ENSG00000260496",23,13,3,4,0,2,0.001707046,"",4502,-304
"ENSG00000232774",17,14,25,15,13,7,0.001707108,"",4503,1137
"ENSG00000211793",25,19,13,10,3,0,0.001708039,"TRAV9-2",4504,-607
"ENSG00000270878",1,2,0,71,45,66,0.001708404,"GCATP1",4505,316
"ENSG00000112299",1267,3100,25213,311,2939,2625,0.001709998,"VNN1",4506,-336
"ENSG00000134962",0,3,5,45,88,191,0.001710575,"KLB",4507,-364
"ENSG00000134594",44,128,343,66,5,67,0.001713762,"RAB33A",4508,-362
"ENSG00000268117",0,0,0,36,19,38,0.001715204,"VN1R84P",4509,NA
"ENSG00000212126",1,0,0,38,36,60,0.001715921,"TAS2R50",4510,31
"ENSG00000115850",0,0,4,38,20,494,0.001717817,"LCT",4511,-445
"ENSG00000227017",1,0,0,35,41,56,0.001723308,"",4512,NA
"ENSG00000201207",11,8,14,1,6,4,0.00172402,"",4513,443
"ENSG00000138073",511,669,2355,918,1079,634,0.001724127,"PREB",4514,-480
"ENSG00000166153",1,2,3,40,63,108,0.00172539,"DEPDC4",4515,638
"ENSG00000251432",9,6,13,276,73,259,0.00172539,"LINC02615",4516,515
"ENSG00000232801",9,7,55,0,8,3,0.00172642,"SDCBPP3",4517,-3442
"ENSG00000265033",0,0,0,25,21,51,0.00172654,"RN7SL262P",4518,NA
"ENSG00000286366",6,0,4,153,54,213,0.00172654,"",4519,-420
"ENSG00000183625",140,2,110,15,25,14,0.001729453,"CCR3",4520,-614
"ENSG00000234072",46,24,34,553,406,542,0.001733336,"GTF3C2-AS2",4521,-212
"ENSG00000060339",212,319,895,4153,6005,5627,0.001735602,"CCAR1",4522,-160
"ENSG00000280274",0,0,0,21,34,35,0.001736112,"",4523,614
"ENSG00000101457",313,593,4372,497,741,669,0.001738946,"DNTTIP1",4524,-799
"ENSG00000196396",1534,1189,9257,1855,2195,2084,0.001738946,"PTPN1",4525,-370
"ENSG00000277203",105,146,594,85,245,117,0.001739147,"",4526,128
"ENSG00000176148",104,91,176,1148,1109,980,0.00174153,"TCP11L1",4527,652
"ENSG00000236991",1,4,1,91,71,62,0.00174314,"EDRF1-AS1",4528,NA
"ENSG00000278861",0,0,1,50,33,47,0.001746688,"",4529,619
"ENSG00000224463",0,0,0,28,19,50,0.001746929,"RPL39P14",4530,NA
"ENSG00000233916",3,26,4,2,0,0,0.001746929,"ZDHHC20P1",4531,-220
"ENSG00000262777",4,0,4,71,123,63,0.001748049,"",4532,NA
"ENSG00000042493",964,1919,11577,931,1204,2811,0.00175114,"CAPG",4533,25
"ENSG00000123219",38,40,10,510,1294,854,0.001752824,"CENPK",4534,-662
"ENSG00000148680",0,3,1,59,61,69,0.001753726,"HTR7",4535,-146
"ENSG00000266801",0,0,0,20,59,23,0.001754036,"",4536,634
"ENSG00000058056",47,46,81,567,1395,530,0.001758265,"USP13",4537,-616
"ENSG00000089692",657,548,32,95,9,151,0.001758265,"LAG3",4538,-661
"ENSG00000162129",231,140,266,1835,3213,2272,0.001758265,"CLPB",4539,-119
"ENSG00000253767",0,0,1,42,28,72,0.001758265,"PCDHGA8",4540,-472
"ENSG00000198624",2723,2393,10258,3230,5115,2125,0.001763642,"CCDC69",4541,-606
"ENSG00000153802",0,0,0,52,10,54,0.001772035,"TMPRSS11D",4542,424
"ENSG00000212128",0,2,0,39,59,104,0.001774267,"TAS2R13",4543,-262
"ENSG00000181036",477,1056,36,242,50,21,0.001779904,"FCRL6",4544,-1239
"ENSG00000074695",338,365,272,4145,5913,3987,0.001794021,"LMAN1",4545,-699
"ENSG00000103319",230,64,103,2635,2677,2670,0.001794021,"EEF2K",4546,-666
"ENSG00000238286",2,0,0,97,31,82,0.001796134,"SLC35E1P1",4547,-82
"ENSG00000112406",1527,1473,2714,1980,2976,1689,0.001798516,"HECA",4548,527
"ENSG00000113719",4601,3731,12871,6065,3584,7552,0.001798516,"ERGIC1",4549,723
"ENSG00000254165",9,1,0,155,212,252,0.00180031,"",4550,-96
"ENSG00000227232",41,37,178,59,62,35,0.001805531,"WASH7P",4551,1172
"ENSG00000230046",3,0,7,63,103,108,0.001806193,"BIRC6-AS1",4552,445
"ENSG00000280399",1,0,0,30,26,123,0.001806481,"",4553,-640
"ENSG00000189079",274,254,808,4126,3814,5302,0.00180921,"ARID2",4554,33
"ENSG00000267121",640,279,966,544,683,316,0.00180923,"FMNL1-DT",4555,-572
"ENSG00000228278",75,29,67,55,32,17,0.001810014,"ORM2",4556,NA
"ENSG00000186501",294,674,1129,709,408,595,0.001810986,"TMEM222",4557,285
"ENSG00000252975",2,0,0,45,64,67,0.001810986,"",4558,NA
"ENSG00000250673",22,12,37,18,3,4,0.001813745,"REELD1",4559,-169
"ENSG00000142046",184,289,1086,350,317,382,0.001815417,"TMEM91",4560,-802
"ENSG00000211785",46,6,7,8,3,2,0.001815417,"TRAV12-1",4561,-316
"ENSG00000157502",1,22,1,0,0,0,0.001815755,"PWWP3B",4562,-220
"ENSG00000205502",1,17,17,0,0,2,0.001815755,"C2CD4B",4563,-1901
"ENSG00000188375",24,31,83,3,33,15,0.001816494,"H3-5",4564,-3442
"ENSG00000128487",400,310,392,3953,5214,3470,0.001817059,"SPECC1",4565,-338
"ENSG00000141232",560,660,1526,536,1221,514,0.001817185,"TOB1",4566,-637
"ENSG00000254092",3,10,11,2,1,0,0.001817185,"",4567,682
"ENSG00000267549",0,0,0,30,27,29,0.001817185,"ZSCAN5A-AS1",4568,689
"ENSG00000275607",2,0,0,35,112,61,0.001817185,"",4569,NA
"ENSG00000214184",0,0,0,26,25,37,0.001818314,"GCC2-AS1",4570,NA
"ENSG00000102144",7440,8706,64522,11873,14698,9427,0.001821335,"PGK1",4571,-579
"ENSG00000229117",1727,3621,2695,1501,1949,3127,0.001825815,"RPL41",4572,-1425
"ENSG00000213347",267,322,1556,548,411,265,0.001826928,"MXD3",4573,-773
"ENSG00000163481",137,257,704,284,285,288,0.001827298,"RNF25",4574,196
"ENSG00000184349",12,55,16,12,3,0,0.001832294,"EFNA5",4575,-939
"ENSG00000236003",1,0,1,41,42,85,0.001832294,"",4576,NA
"ENSG00000148343",749,537,1204,1138,1062,827,0.001832832,"MIGA2",4577,411
"ENSG00000256347",1,0,0,35,129,21,0.001832928,"OR8R1P",4578,0
"ENSG00000096060",3411,9006,60008,8231,10540,5302,0.001833239,"FKBP5",4579,-831
"ENSG00000145708",10,8,31,187,186,323,0.001836117,"CRHBP",4580,405
"ENSG00000183091",273,288,673,527,331,449,0.0018384,"NEB",4581,-293
"ENSG00000084453",1,4,68,0,3,1,0.001839035,"SLCO1A2",4582,-632
"ENSG00000101400",108,132,72,75,47,103,0.001839327,"SNTA1",4583,-2354
"ENSG00000105617",90,102,184,99,156,153,0.001841231,"LENG1",4584,757
"ENSG00000108479",149,344,1296,362,349,264,0.001841231,"GALK1",4585,-476
"ENSG00000115268",6034,5316,3376,4185,2611,5019,0.001841231,"RPS15",4586,886
"ENSG00000115216",1765,1422,6344,2365,2999,2334,0.001841402,"NRBP1",4587,-217
"ENSG00000186020",77,86,72,1219,805,1230,0.001842081,"ZNF529",4588,-170
"ENSG00000105700",591,395,921,786,860,621,0.001842923,"KXD1",4589,381
"ENSG00000242419",2,0,3,43,66,79,0.001844024,"PCDHGC4",4590,153
"ENSG00000085063",318,771,14838,1278,55,298,0.001846419,"CD59",4591,-1048
"ENSG00000166947",1304,715,377,456,13,50,0.001848217,"EPB42",4592,-1275
"ENSG00000245688",0,0,0,6,43,98,0.001848619,"",4593,-386
"ENSG00000252132",0,0,0,31,22,35,0.001848619,"RNU6-795P",4594,NA
"ENSG00000167491",2915,2063,3353,3344,3524,3616,0.001849097,"GATAD2A",4595,424
"ENSG00000255545",4,17,7,3,2,1,0.001849856,"B3GAT1-DT",4596,503
"ENSG00000100097",1273,2397,8958,855,3210,1944,0.00185628,"LGALS1",4597,-511
"ENSG00000133114",88,117,212,1127,1280,1461,0.001862614,"GPALPP1",4598,560
"ENSG00000183977",4,8,7,92,129,118,0.001864121,"PP2D1",4599,NA
"ENSG00000154277",21,14,178,25,1,3,0.001867067,"UCHL1",4600,107
"ENSG00000203880",169,238,361,2287,2194,2781,0.00186721,"PCMTD2",4601,625
"ENSG00000099917",4295,2483,4495,4875,4032,3680,0.001868422,"MED15",4602,-5
"ENSG00000225632",1,0,0,37,27,88,0.001868963,"",4603,649
"ENSG00000205918",4,0,5,39,163,149,0.001872126,"PDPK2P",4604,6
"ENSG00000259673",21,56,23,594,675,808,0.00187234,"IQCH-AS1",4605,-624
"ENSG00000006327",62,116,164,82,6,9,0.001872429,"TNFRSF12A",4606,-101
"ENSG00000174842",80,22,63,749,819,1245,0.001875705,"GLMN",4607,215
"ENSG00000234025",0,0,0,77,8,43,0.00188152,"RBPMS2P1",4608,-232
"ENSG00000285679",1,1,0,59,34,81,0.001881971,"",4609,303
"ENSG00000233609",64,38,2,13,1,3,0.001882443,"RPL10P19",4610,447
"ENSG00000287829",0,0,0,31,16,52,0.001882443,"",4611,NA
"ENSG00000206985",0,0,0,26,25,36,0.001883718,"RNU6-198P",4612,NA
"ENSG00000275481",3,0,13,195,75,242,0.001884708,"",4613,-761
"ENSG00000253273",1,0,0,44,51,33,0.001885295,"",4614,351
"ENSG00000280091",2,2,8,403,77,39,0.00188859,"",4615,-745
"ENSG00000123066",1378,756,1281,12814,11496,18509,0.001890295,"MED13L",4616,-149
"ENSG00000105723",1015,649,1846,1076,1549,1271,0.001890868,"GSK3A",4617,-332
"ENSG00000120162",45,19,62,593,912,361,0.001890868,"MOB3B",4618,-895
"ENSG00000151948",982,2108,15471,282,818,0,0.001890868,"GLT1D1",4619,-1554
"ENSG00000196911",56,109,71,1369,868,1763,0.0018995,"KPNA5",4620,-476
"ENSG00000008130",3322,3798,12167,2848,6438,1338,0.001901038,"NADK",4621,-787
"ENSG00000158234",8,18,24,148,277,690,0.001901194,"FAIM",4622,-572
"ENSG00000241219",0,0,0,33,21,34,0.001901203,"",4623,NA
"ENSG00000222255",1,0,0,34,44,49,0.001902777,"RNU6-101P",4624,NA
"ENSG00000251224",0,0,0,19,48,27,0.001903831,"CNOT10-AS1",4625,572
"ENSG00000267690",2,0,0,27,94,97,0.001903831,"LDLRAD4-AS1",4626,-377
"ENSG00000228232",116,156,1081,50,232,172,0.001907866,"GAPDHP1",4627,-4199
"ENSG00000167645",467,419,1337,412,854,667,0.001910118,"YIF1B",4628,-28
"ENSG00000230006",4,6,21,264,270,86,0.001921715,"ANKRD36BP2",4629,-582
"ENSG00000087299",34,17,57,360,408,433,0.001922408,"L2HGDH",4630,308
"ENSG00000188771",0,1,0,43,48,35,0.001923461,"PLET1",4631,890
"ENSG00000168646",57,14,52,24,1,5,0.001923538,"AXIN2",4632,-448
"ENSG00000133069",1556,1179,1796,1250,95,169,0.00192575,"TMCC2",4633,-1066
"ENSG00000249923",1,0,0,9,52,173,0.001928427,"LINC02891",4634,-664
"ENSG00000103415",513,792,674,821,644,590,0.001931284,"HMOX2",4635,-10
"ENSG00000186446",6,2,4,88,104,75,0.001932966,"ZNF501",4636,-145
"ENSG00000196542",7,6,4,0,1,0,0.001932966,"SPTSSB",4637,-617
"ENSG00000064205",3,45,27,9,5,8,0.001936934,"CCN5",4638,-191
"ENSG00000165474",18,12,1,1,0,2,0.001942303,"GJB2",4639,363
"ENSG00000169432",16,12,108,22,13,5,0.001947303,"SCN9A",4640,-444
"ENSG00000214761",0,0,0,21,38,29,0.001953145,"HNRNPA1P15",4641,NA
"ENSG00000228769",0,0,0,22,21,54,0.001962628,"ABCF2P2",4642,NA
"ENSG00000278638",3,1,0,65,88,54,0.001964679,"",4643,NA
"ENSG00000168852",6,4,5,62,112,197,0.00196754,"TPTE2P5",4644,NA
"ENSG00000259236",3,3,6,64,73,111,0.001968941,"GOLGA8VP",4645,NA
"ENSG00000250990",0,0,1,35,32,68,0.001976275,"",4646,NA
"ENSG00000184232",65,79,88,2581,1266,565,0.001978428,"OAF",4647,-521
"ENSG00000104765",2283,2738,4076,2773,3909,4319,0.00198071,"BNIP3L",4648,NA
"ENSG00000285897",8,5,10,171,102,106,0.001981388,"",4649,NA
"ENSG00000275119",0,0,0,22,20,57,0.001981981,"",4650,NA
"ENSG00000180304",1593,1938,6306,2263,3248,3028,0.001984748,"OAZ2",4651,184
"ENSG00000160654",383,641,121,270,42,25,0.001985192,"CD3G",4652,-1140
"ENSG00000273024",3,0,2,84,71,44,0.001985526,"INTS4P2",4653,NA
"ENSG00000104231",64,111,67,1040,1214,1648,0.001986533,"ZFAND1",4654,-459
"ENSG00000279659",0,0,0,96,11,24,0.001988147,"",4655,-397
"ENSG00000198910",22,9,56,20,5,6,0.001992286,"L1CAM",4656,55
"ENSG00000220349",0,0,0,40,12,53,0.001992286,"",4657,574
"ENSG00000113356",4,7,35,436,170,278,0.001992508,"POLR3G",4658,-755
"ENSG00000251661",51,83,188,81,8,12,0.001992508,"",4659,-1138
"ENSG00000168993",15,11,37,10,0,5,0.001992733,"CPLX1",4660,-434
"ENSG00000169727",1325,1228,1310,1574,1637,1311,0.001993529,"GPS1",4661,482
"ENSG00000159055",16,22,28,192,312,421,0.001998109,"MIS18A",4662,130
"ENSG00000234750",11,5,5,204,93,209,0.001998192,"",4663,382
"ENSG00000261394",1,0,0,23,86,42,0.001998192,"",4664,920
"ENSG00000178229",22,18,20,197,309,457,0.001999817,"ZNF543",4665,-179
