"gene","GTExN7MScountsREPROCESSED","GTExNFK9countsREPROCESSED","GTExO5YTcountsREPROCESSED","GDC2821countsREPROCESSED_bam","GDC2828countsREPROCESSED_bam","GDC2839countsREPROCESSED_bam","padj","symbol","rank","rank_change"
"ENSG00000285994",12,0,1,213,643,271,0.001041053,"",3991,-971
"ENSG00000206763",1,0,0,42,29,120,0.001041796,"RNU6-10P",3992,NA
"ENSG00000237214",37,85,89,17,41,61,0.001045023,"",3993,-3504
"ENSG00000178385",162,170,319,1797,2008,1838,0.001046382,"PLEKHM3",3994,855
"ENSG00000092330",755,1524,4995,1273,1842,1246,0.001046826,"TINF2",3995,-212
"ENSG00000255467",0,0,0,16,51,48,0.001046826,"",3996,NA
"ENSG00000125351",122,94,188,1160,1269,1618,0.001047699,"UPF3B",3997,734
"ENSG00000233186",0,0,0,48,14,61,0.001048911,"KLF4P1",3998,-93
"ENSG00000166965",49,27,17,616,741,757,0.00105236,"RCCD1",3999,-548
"ENSG00000287002",3,0,2,46,83,104,0.001055176,"",4000,NA
"ENSG00000104408",1463,1703,2057,16624,17054,21769,0.00105531,"EIF3E",4001,473
"ENSG00000183765",56,40,61,530,864,583,0.001055971,"CHEK2",4002,488
"ENSG00000146828",2217,2913,16905,2157,3664,440,0.001056378,"SLC12A9",4003,-987
"ENSG00000253908",1,0,0,34,54,64,0.001056378,"",4004,519
"ENSG00000267560",4,0,1,118,66,78,0.001056378,"",4005,523
"ENSG00000259144",5,16,29,2,7,6,0.001056524,"RANBP20P",4006,-1506
"ENSG00000072694",384,124,198,149,135,28,0.001057393,"FCGR2B",4007,-1120
"ENSG00000134644",488,506,1090,6233,5949,5626,0.001057393,"PUM1",4008,1100
"ENSG00000166246",1,1,8,150,60,104,0.001057393,"DNAAF8",4009,870
"ENSG00000167536",91,91,1042,171,37,72,0.001057541,"DHRS13",4010,-810
"ENSG00000198440",4,10,19,144,174,222,0.0010594,"ZNF583",4011,25
"ENSG00000230728",0,0,0,54,19,37,0.001059583,"",4012,1068
"ENSG00000126870",83,57,81,853,804,1353,0.001066968,"DYNC2I1",4013,136
"ENSG00000163517",57,74,120,69,82,100,0.001067603,"HDAC11",4014,1082
"ENSG00000270690",0,0,0,18,46,45,0.00106844,"",4015,275
"ENSG00000118113",2309,358,45138,1649,9,42,0.001068817,"MMP8",4016,-1271
"ENSG00000232613",2,0,8,84,99,110,0.001071557,"LINC02576",4017,NA
"ENSG00000261102",0,0,0,31,47,24,0.001071557,"ATP5MFP6",4018,NA
"ENSG00000276925",0,0,0,30,30,37,0.001075151,"",4019,NA
"ENSG00000198356",521,680,1562,957,1062,914,0.001076649,"GET3",4020,951
"ENSG00000232815",29,26,45,382,410,302,0.001076649,"DUX4L50",4021,1760
"ENSG00000275017",1,1,0,44,53,105,0.001076649,"",4022,370
"ENSG00000072315",0,0,0,47,15,56,0.001076879,"TRPC5",4023,35
"ENSG00000111615",56,158,131,1826,1545,2309,0.001076879,"KRR1",4024,-367
"ENSG00000163666",1,3,4,41,75,279,0.001076879,"HESX1",4025,-114
"ENSG00000224707",3,0,9,85,112,150,0.001076879,"E2F3-IT1",4026,NA
"ENSG00000112419",171,161,366,3097,4129,1612,0.001077086,"PHACTR2",4027,-1018
"ENSG00000186715",26,14,2,0,3,2,0.001077926,"MST1L",4028,-106
"ENSG00000255081",0,0,0,22,53,31,0.001078273,"",4029,284
"ENSG00000172461",13,0,38,0,1,0,0.001081372,"FUT9",4030,-854
"ENSG00000174403",1,2,1,110,6,460,0.001081372,"CRMA",4031,-646
"ENSG00000273449",7,2,8,108,206,88,0.001081372,"",4032,8
"ENSG00000157578",2,1,3,35,81,145,0.001082023,"LCA5L",4033,74
"ENSG00000183813",245,39,66,62,30,47,0.001082023,"CCR4",4034,-545
"ENSG00000239039",0,0,0,26,20,78,0.001082228,"SNORD13",4035,NA
"ENSG00000111275",517,598,1949,698,933,321,0.001085069,"ALDH2",4036,-738
"ENSG00000277161",12,20,14,213,303,257,0.001085069,"PIGW",4037,-79
"ENSG00000267044",0,0,0,21,50,34,0.001087806,"",4038,1690
"ENSG00000132879",441,483,318,406,87,100,0.001088877,"FBXO44",4039,-893
"ENSG00000226012",3,3,45,2,0,1,0.001090029,"",4040,125
"ENSG00000282915",0,0,3,68,72,51,0.00109044,"",4041,NA
"ENSG00000235674",6,2,10,96,160,102,0.001093748,"LDHAP2",4042,NA
"ENSG00000165646",8,9,9,1109,141,84,0.001094298,"SLC18A2",4043,NA
"ENSG00000079134",200,125,154,1949,2111,2513,0.001094571,"THOC1",4044,116
"ENSG00000144118",1415,1959,14404,1136,2762,2342,0.001099533,"RALB",4045,-153
"ENSG00000203896",49,52,132,86,47,49,0.001099533,"LIME1",4046,291
"ENSG00000115594",420,678,3367,491,56,8,0.001099878,"IL1R1",4047,-945
"ENSG00000215796",1,0,0,51,40,53,0.001099878,"",4048,-197
"ENSG00000114279",2,2,22,0,0,0,0.001101089,"FGF12",4049,393
"ENSG00000149948",1,0,0,31,151,31,0.001103807,"HMGA2",4050,716
"ENSG00000256553",16,29,2,4,0,1,0.001103807,"TRAV1-2",4051,-227
"ENSG00000200597",0,0,0,38,23,39,0.001106262,"RNVU1-33",4052,NA
"ENSG00000205426",7,5,3,0,0,0,0.001106792,"KRT81",4053,NA
"ENSG00000259453",4,1,0,48,201,116,0.001107031,"",4054,836
"ENSG00000287769",1,1,4,56,55,102,0.001108578,"",4055,481
"ENSG00000188011",36,84,8,14,0,4,0.001108607,"RTP5",4056,-825
"ENSG00000158691",11,29,31,293,368,408,0.001111182,"ZSCAN12",4057,-100
"ENSG00000287458",9,8,3,164,283,132,0.001111182,"",4058,816
"ENSG00000139433",513,699,3640,610,1140,537,0.001111403,"GLTP",4059,-552
"ENSG00000153044",29,28,41,268,535,596,0.001111859,"CENPH",4060,102
"ENSG00000259182",8,12,82,13,8,7,0.001113617,"",4061,272
"ENSG00000169884",124,106,51,66,12,6,0.001115417,"WNT10B",4062,-597
"ENSG00000261469",0,0,0,36,23,41,0.001116736,"",4063,1522
"ENSG00000114113",0,0,0,69,11,53,0.001117554,"RBP2",4064,NA
"ENSG00000142513",2,4,0,236,56,113,0.001117554,"ACP4",4065,NA
"ENSG00000219665",53,39,42,520,628,882,0.001117554,"ZNF433-AS1",4066,86
"ENSG00000039650",913,521,1395,997,1150,898,0.001117655,"PNKP",4067,66
"ENSG00000135842",3398,6241,29356,7993,5770,3872,0.001119296,"NIBAN1",4068,-665
"ENSG00000188739",10,3,3,124,159,171,0.001122211,"RBM34",4069,696
"ENSG00000259224",2,2,1,90,43,84,0.001122211,"SLC35G6",4070,694
"ENSG00000108848",754,845,1612,9051,9407,14837,0.001123316,"LUC7L3",4071,606
"ENSG00000205890",11,4,42,4,6,1,0.001123554,"",4072,-451
"ENSG00000267221",8,3,13,182,88,249,0.001126388,"C17orf113",4073,-345
"ENSG00000274213",6,53,56,20,7,7,0.001126388,"",4074,-331
"ENSG00000280649",26,40,38,29,6,16,0.001129335,"",4075,127
"ENSG00000154319",24,11,25,15,8,9,0.001133794,"FAM167A",4076,388
"ENSG00000107295",21,0,55,0,2,0,0.001137876,"SH3GL2",4077,-1204
"ENSG00000184313",8,0,0,638,81,389,0.001146908,"MROH7",4078,-889
"ENSG00000235314",38,28,179,40,40,10,0.001147448,"LINC00957",4079,347
"ENSG00000207983",0,0,0,17,45,47,0.001147609,"MIR613",4080,NA
"ENSG00000225300",4,0,0,95,76,127,0.001151358,"",4081,92
"ENSG00000163466",7863,9289,47264,9352,15379,11224,0.001151891,"ARPC2",4082,-332
"ENSG00000201492",0,0,0,30,56,21,0.001153202,"RNA5SP78",4083,NA
"ENSG00000156463",8,25,10,3,0,5,0.001156544,"SH3RF2",4084,-343
"ENSG00000241438",1,0,0,36,30,127,0.001156544,"TDGF1P6",4085,468
"ENSG00000180628",2484,2032,1758,1961,1894,717,0.001159721,"PCGF5",4086,-856
"ENSG00000226791",28,7,37,15,7,6,0.001160722,"LINC02611",4087,363
"ENSG00000198258",299,1162,4452,697,843,779,0.001160813,"UBL5",4088,-621
"ENSG00000011332",1,0,4,62,48,126,0.001163145,"DPF1",4089,538
"ENSG00000188389",117,98,26,30,15,53,0.001163385,"PDCD1",4090,-1683
"ENSG00000234361",0,0,0,58,75,9,0.001163556,"",4091,66
"ENSG00000187583",27,14,20,7,16,9,0.001165722,"PLEKHN1",4092,-302
"ENSG00000259917",38,38,69,24,54,39,0.001165974,"HNRNPLP2",4093,-2858
"ENSG00000169851",1,15,22,0,1,2,0.001169945,"PCDH7",4094,-1556
"ENSG00000081665",209,166,293,1744,2610,2420,0.00117027,"ZNF506",4095,577
"ENSG00000275004",4,8,10,271,70,211,0.00117027,"ZNF280B",4096,-608
"ENSG00000215515",0,0,0,20,28,66,0.001172404,"IFIT1P1",4097,-319
"ENSG00000260545",2,0,0,35,143,71,0.001172404,"",4098,NA
"ENSG00000287936",1,0,1,45,52,80,0.00117348,"",4099,-334
"ENSG00000186204",89,41,17,23,2,1,0.001173909,"CYP4F12",4100,-768
"ENSG00000162490",97,89,46,53,59,20,0.00117629,"DRAXIN",4101,-488
"ENSG00000197818",1168,1894,7235,2578,1899,1781,0.00117629,"SLC9A8",4102,-508
"ENSG00000101365",1070,1080,1453,1579,1607,1391,0.001177286,"IDH3B",4103,1114
"ENSG00000117318",111,90,74,59,5,4,0.001177435,"ID3",4104,-1083
"ENSG00000237065",3,0,0,91,73,63,0.001178677,"NANOGP4",4105,575
"ENSG00000207368",0,0,0,23,37,38,0.001178745,"",4106,NA
"ENSG00000271590",1,3,4,76,55,101,0.001179713,"",4107,688
"ENSG00000235724",2,1,1,49,54,87,0.001180995,"PSMD14-DT",4108,1577
"ENSG00000182048",12,3,3,156,131,472,0.001181455,"TRPC2",4109,58
"ENSG00000130119",601,382,779,5604,6322,5402,0.001182415,"GNL3L",4110,228
"ENSG00000245293",1,1,5,85,137,40,0.001183015,"CYP2U1-AS1",4111,703
"ENSG00000259238",1,0,0,33,44,80,0.001185385,"",4112,NA
"ENSG00000142910",9,135,44,24,4,1,0.001185496,"TINAGL1",4113,-283
"ENSG00000173638",810,892,3747,1620,838,842,0.001186271,"SLC19A1",4114,-549
"ENSG00000270084",6,4,1,156,74,217,0.001186271,"GAS5-AS1",4115,-147
"ENSG00000198853",97,82,197,2181,1088,1222,0.001189146,"RUSC2",4116,-117
"ENSG00000168397",1391,956,2307,1899,1855,1896,0.001189787,"ATG4B",4117,145
"ENSG00000174996",201,162,181,222,148,152,0.001189787,"KLC2",4118,-231
"ENSG00000175221",979,1439,3604,2213,1420,1483,0.001189787,"MED16",4119,-42
"ENSG00000242488",1,0,0,54,31,67,0.001189787,"",4120,212
"ENSG00000167657",580,421,1233,575,586,933,0.001190401,"DAPK3",4121,-1233
"ENSG00000165915",354,473,810,728,396,452,0.00119321,"SLC39A13",4122,87
"ENSG00000266907",1,0,0,15,98,91,0.001193608,"",4123,-414
"ENSG00000135226",0,0,0,182,4,39,0.001194303,"UGT2B28",4124,16
"ENSG00000101997",555,381,1109,473,825,689,0.001195613,"CCDC22",4125,226
"ENSG00000180747",60,30,12,1199,638,1569,0.001196058,"SMG1P3",4126,-815
"ENSG00000102743",46,44,23,635,713,897,0.001199424,"SLC25A15",4127,-432
"ENSG00000134248",449,518,3386,690,645,723,0.001199424,"LAMTOR5",4128,-340
"ENSG00000200769",0,0,0,20,32,54,0.001200039,"",4129,NA
"ENSG00000255026",467,120,396,183,20,9,0.001200586,"",4130,-902
"ENSG00000227523",1,0,0,123,78,14,0.00120206,"RPS20P15",4131,487
"ENSG00000163406",82,41,365,2231,2304,3741,0.001203094,"SLC15A2",4132,-460
"ENSG00000129422",58,95,103,54,30,3,0.001206485,"MTUS1",4133,-311
"ENSG00000255790",0,0,0,22,20,87,0.001206542,"",4134,NA
"ENSG00000130589",1109,732,3177,1154,1236,333,0.001207141,"HELZ2",4135,-1045
"ENSG00000240729",3,2,3,47,116,83,0.001207246,"",4136,NA
"ENSG00000270728",0,5,0,98,143,142,0.00120868,"",4137,1142
"ENSG00000109854",175,461,3714,292,554,318,0.001209807,"HTATIP2",4138,-637
"ENSG00000225342",15,22,195,5,30,3,0.001217385,"LRRK2-DT",4139,-699
"ENSG00000260231",129,149,216,64,71,2,0.001217528,"KDM7A-DT",4140,-1352
"ENSG00000229820",0,0,1,49,43,46,0.001218881,"",4141,632
"ENSG00000227536",3,3,0,95,96,78,0.001219232,"SOCS5P4",4142,894
"ENSG00000166025",41,28,96,454,783,731,0.001221999,"AMOTL1",4143,-50
"ENSG00000175489",2021,2441,12536,513,2777,119,0.001228909,"LRRC25",4144,-1186
"ENSG00000134852",92,79,255,1574,1671,1177,0.001231231,"CLOCK",4145,-289
"ENSG00000215256",43,54,84,484,860,716,0.001232186,"DHRS4-AS1",4146,117
"ENSG00000280434",37,7,2,679,863,960,0.001232186,"",4147,-1015
"ENSG00000182183",198,107,321,183,96,30,0.00123271,"SHISAL2A",4148,-576
"ENSG00000236732",1,0,0,47,58,37,0.001232847,"",4149,1410
"ENSG00000259674",0,0,0,8,128,35,0.001237648,"RPL7AP75",4150,-189
"ENSG00000138795",899,306,806,508,100,49,0.001239039,"LEF1",4151,-912
"ENSG00000237169",6,13,267,2,14,15,0.001239039,"RPL12P27",4152,-2047
"ENSG00000173848",93,66,73,721,1381,2661,0.001242019,"NET1",4153,-447
"ENSG00000275479",2,6,47,0,1,3,0.001242019,"",4154,-2039
"ENSG00000156804",199,290,300,288,104,64,0.001244061,"FBXO32",4155,-750
"ENSG00000166971",192,214,1126,289,344,232,0.001245743,"AKTIP",4156,-405
"ENSG00000272359",1,0,0,31,66,52,0.001246294,"RNU4-89P",4157,NA
"ENSG00000236279",11,21,15,2,2,10,0.001248667,"CLEC2L",4158,-813
"ENSG00000253330",8,6,11,345,164,84,0.001250584,"",4159,-212
"ENSG00000089048",20,70,17,854,1272,1124,0.001252862,"ESF1",4160,-638
"ENSG00000272439",0,0,0,31,25,40,0.001252862,"RNU6-91P",4161,NA
"ENSG00000279390",2,0,0,49,38,218,0.001254483,"",4162,-591
"ENSG00000259079",2,1,1,147,131,18,0.001257777,"",4163,310
"ENSG00000105612",397,504,383,453,403,208,0.001258746,"DNASE2",4164,-683
"ENSG00000223646",0,0,0,34,23,40,0.001258746,"",4165,NA
"ENSG00000121769",57,60,109,89,59,79,0.001259058,"FABP3",4166,832
"ENSG00000127445",374,652,1156,838,675,648,0.001260044,"PIN1",4167,493
"ENSG00000214465",0,2,0,73,52,65,0.001260899,"SMARCE1P6",4168,370
"ENSG00000141469",303,378,179,173,61,238,0.001262199,"SLC14A1",4169,-838
"ENSG00000232928",1,0,0,48,26,97,0.001263246,"DDX3P1",4170,-14
"ENSG00000153721",6,12,3,291,154,186,0.001263822,"CNKSR3",4171,-547
"ENSG00000162989",8,2,17,1,1,1,0.001263822,"KCNJ3",4172,71
"ENSG00000164306",36,38,73,418,498,604,0.001263938,"PRIMPOL",4173,1010
"ENSG00000131746",16,17,4,5,1,2,0.001267607,"TNS4",4174,250
"ENSG00000268058",1,0,0,30,44,87,0.001270527,"BNIP3P40",4175,359
"ENSG00000104142",1564,716,1151,1044,1194,798,0.001271119,"VPS18",4176,-268
"ENSG00000063245",1416,1532,4078,2503,2706,1705,0.00127278,"EPN1",4177,-125
"ENSG00000105619",116,121,233,169,171,208,0.001274431,"TFPT",4178,-90
"ENSG00000267557",0,0,0,34,16,65,0.001274647,"",4179,837
"ENSG00000112425",32,43,45,740,379,577,0.001277836,"EPM2A",4180,35
"ENSG00000267587",0,0,0,41,20,39,0.001278345,"",4181,NA
"ENSG00000125864",26,38,8,9,1,9,0.001280618,"BFSP1",4182,-745
"ENSG00000166123",40,25,86,1546,459,620,0.001280618,"GPT2",4183,-355
"ENSG00000186395",136,584,338,200,185,262,0.001282216,"KRT10",4184,123
"ENSG00000196954",1501,3542,12820,2864,3675,3074,0.001283634,"CASP4",4185,-55
"ENSG00000214626",1,0,0,39,43,59,0.001284419,"POLR3DP1",4186,-125
"ENSG00000214439",10,2,7,148,120,146,0.001286632,"FAM185BP",4187,NA
"ENSG00000167637",17,20,51,307,305,549,0.00128718,"ZNF283",4188,53
"ENSG00000182512",811,829,594,558,820,664,0.00128718,"GLRX5",4189,486
"ENSG00000256581",6,28,89,3,13,0,0.001288435,"NLRP9P1",4190,-396
"ENSG00000277969",17,76,130,42,35,39,0.001291165,"",4191,246
"ENSG00000101557",264,244,516,2677,3220,2809,0.001292752,"USP14",4192,782
"ENSG00000215859",3,4,1,108,55,157,0.001293829,"PDZK1P1",4193,595
"ENSG00000111046",2,9,5,0,0,0,0.001294294,"MYF6",4194,NA
"ENSG00000238311",2,0,0,52,59,79,0.001294994,"SNORD13E",4195,NA
"ENSG00000148426",21,23,9,295,494,450,0.001296331,"PROSER2",4196,-398
"ENSG00000272129",0,0,2,50,51,80,0.001296495,"",4197,-133
"ENSG00000127364",11,0,15,678,159,262,0.001297441,"TAS2R4",4198,-1067
"ENSG00000167914",4,92,6,2,9,4,0.001297441,"GSDMA",4199,-1624
"ENSG00000285231",5,4,11,1,0,0,0.001297441,"OOSP3",4200,791
"ENSG00000166169",1405,868,685,627,858,873,0.001298507,"POLL",4201,-533
"ENSG00000183018",51,74,173,4317,439,3095,0.001298507,"SPNS2",4202,-798
"ENSG00000105793",55,81,114,733,933,1371,0.00129865,"GTPBP10",4203,192
"ENSG00000063015",17,10,44,285,263,410,0.001298756,"SEZ6",4204,NA
"ENSG00000148834",522,1301,5428,832,1527,837,0.001298756,"GSTO1",4205,-412
"ENSG00000079156",12,12,37,8,5,14,0.001301154,"OSBPL6",4206,NA
"ENSG00000183742",1,5,11,37,90,1187,0.001301154,"MACC1",4207,NA
"ENSG00000247095",89,37,216,68,5,15,0.001301154,"MIR210HG",4208,-915
"ENSG00000012983",176,135,116,2434,2143,1869,0.001301699,"MAP4K5",4209,-171
"ENSG00000242321",0,0,0,22,34,41,0.001301699,"RPL23AP40",4210,591
"ENSG00000228677",0,0,0,36,20,44,0.001302138,"TTC3-AS1",4211,1295
"ENSG00000101463",3,3,11,0,0,0,0.001308565,"SYNDIG1",4212,NA
"ENSG00000176422",60,38,86,625,593,1043,0.001309902,"SPRYD4",4213,439
"ENSG00000068079",326,334,2201,447,514,475,0.001311755,"IFI35",4214,-795
"ENSG00000112249",199,264,244,3430,2914,2427,0.001312552,"ASCC3",4215,-436
"ENSG00000010256",1352,1500,6678,2092,2457,1966,0.0013226,"UQCRC1",4216,-33
"ENSG00000258725",13,2,1,187,317,267,0.001322695,"PRC1-AS1",4217,156
"ENSG00000168101",244,365,766,333,473,510,0.001323239,"NUDT16L1",4218,1419
"ENSG00000197779",60,93,276,1543,1514,2233,0.001323239,"ZNF81",4219,-295
"ENSG00000247137",8,7,11,106,133,182,0.001323239,"ANKRD42-DT",4220,370
"ENSG00000261783",2,0,1,43,63,74,0.001324018,"",4221,NA
"ENSG00000267649",0,0,4,44,59,188,0.001324018,"",4222,-130
"ENSG00000163285",2,4,33,0,1,1,0.001326043,"GABRG1",4223,-1279
"ENSG00000136319",45,101,114,1338,869,1345,0.001326521,"TTC5",4224,-294
"ENSG00000261775",0,1,0,52,30,67,0.001327801,"",4225,NA
"ENSG00000262140",0,0,0,17,45,42,0.00132985,"",4226,1487
"ENSG00000154978",506,578,4119,837,885,441,0.001330745,"VOPP1",4227,-747
"ENSG00000151729",88,156,158,148,49,44,0.001330947,"SLC25A4",4228,-629
"ENSG00000144445",93,114,202,1702,1617,1001,0.001331888,"KANSL1L",4229,877
"ENSG00000241577",1,0,0,41,39,61,0.001331888,"",4230,1348
"ENSG00000139192",667,566,736,890,676,682,0.001333304,"TAPBPL",4231,289
"ENSG00000168263",0,0,0,67,22,23,0.001335345,"KCNV2",4232,454
"ENSG00000166411",82,60,64,967,1375,735,0.001336775,"IDH3A",4233,376
"ENSG00000197182",25,35,64,424,457,1560,0.001336775,"MIRLET7BHG",4234,-346
"ENSG00000273165",0,1,3,31,90,98,0.001336775,"",4235,576
"ENSG00000128039",35,61,63,713,528,1060,0.001337653,"SRD5A3",4236,-99
"ENSG00000211445",253,840,545,478,258,114,0.001342753,"GPX3",4237,-428
"ENSG00000099624",762,742,727,936,630,720,0.001344369,"ATP5F1D",4238,415
"ENSG00000196305",561,451,467,6274,5830,6511,0.001345107,"IARS1",4239,-193
"ENSG00000157456",58,21,31,518,1273,624,0.001347453,"CCNB2",4240,-801
"ENSG00000286092",0,0,0,18,36,49,0.00135042,"",4241,926
"ENSG00000225479",0,0,0,64,12,45,0.00135101,"PLCB1-IT1",4242,NA
"ENSG00000275106",5,3,0,130,150,89,0.001352262,"",4243,859
"ENSG00000207086",0,0,0,20,28,58,0.001356653,"",4244,NA
"ENSG00000124588",375,1690,7946,976,1391,864,0.001356933,"NQO2",4245,-784
"ENSG00000196407",49,54,11,19,1,2,0.00135855,"THEM5",4246,-53
"ENSG00000172590",235,267,418,276,405,395,0.001359665,"MRPL52",4247,1221
"ENSG00000239419",1,0,0,78,42,32,0.001360388,"RN7SL535P",4248,NA
"ENSG00000278829",8,1,0,210,156,183,0.001360682,"",4249,401
"ENSG00000276819",27,2,10,3,0,1,0.00136115,"TRBV15",4250,32
"ENSG00000172164",240,208,218,3570,2927,2207,0.001361448,"SNTB1",4251,-614
"ENSG00000259294",1,5,16,105,216,179,0.001366059,"",4252,NA
"ENSG00000285850",7,0,0,202,157,205,0.001367672,"",4253,-294
"ENSG00000112473",508,670,1749,1077,912,762,0.001369261,"SLC39A7",4254,244
"ENSG00000275956",3,0,1,65,67,62,0.001370544,"",4255,413
"ENSG00000138050",40,58,52,608,574,864,0.001370689,"THUMPD2",4256,130
"ENSG00000164896",786,956,1456,1504,1090,814,0.001372353,"FASTK",4257,-128
"ENSG00000071054",4074,2862,8949,4737,6781,4688,0.001374409,"MAP4K4",4258,463
"ENSG00000132109",315,598,3927,698,643,493,0.001374409,"TRIM21",4259,-543
"ENSG00000275811",1,1,0,64,43,66,0.001374409,"HTR1DP1",4260,822
"ENSG00000146350",16,27,20,390,227,633,0.001375246,"TBC1D32",4261,-276
"ENSG00000018510",202,230,552,2439,3599,3941,0.001375868,"AGPS",4262,292
"ENSG00000083444",1018,1680,5791,1381,2481,888,0.001375868,"PLOD1",4263,-792
"ENSG00000168591",867,1054,4563,1484,1524,1381,0.001375868,"TMUB2",4264,-295
"ENSG00000229531",0,2,0,44,88,65,0.00137759,"RABGAP1L-AS1",4265,NA
"ENSG00000132259",9,11,95,14,10,7,0.001378351,"CNGA4",4266,-306
"ENSG00000188487",5,9,19,2,5,1,0.001379902,"INSC",4267,473
"ENSG00000224086",52,69,159,785,1017,1071,0.001380671,"PPM1F-AS1",4268,363
"ENSG00000271533",17,56,221,1843,1468,2276,0.001380964,"",4269,-880
"ENSG00000280037",1,0,0,43,53,40,0.001380964,"",4270,697
"ENSG00000248125",0,0,0,17,30,65,0.001381324,"",4271,419
"ENSG00000170442",32,9,0,0,1,0,0.001381577,"KRT86",4272,NA
"ENSG00000285801",0,0,2,27,61,157,0.001383203,"",4273,NA
"ENSG00000275325",2,1,0,66,9,520,0.001385387,"PDCD6IPP1",4274,-432
"ENSG00000275371",16,2,62,4,7,5,0.001388114,"",4275,-508
"ENSG00000277791",809,1441,5590,1201,2070,1024,0.001388114,"PSMB3",4276,-527
"ENSG00000172262",149,234,373,2126,2641,3490,0.001388759,"ZNF131",4277,342
"ENSG00000129038",25,49,227,50,5,20,0.001390493,"LOXL1",4278,-153
"ENSG00000078808",1410,1580,2421,2601,2213,1698,0.001391527,"SDF4",4279,344
"ENSG00000274064",1,0,0,55,50,34,0.001391823,"",4280,506
"ENSG00000151224",16,8,1,0,0,1,0.001392043,"MAT1A",4281,-904
"ENSG00000186603",1,6,2,129,76,104,0.001392043,"HPDL",4282,333
"ENSG00000272650",5,1,3,68,92,91,0.001392043,"",4283,NA
"ENSG00000272918",17,4,32,259,301,298,0.001392043,"",4284,-239
"ENSG00000266019",1,0,0,54,16,138,0.001393706,"MIR3609",4285,NA
"ENSG00000262339",4,2,9,98,74,136,0.001394256,"",4286,NA
"ENSG00000277589",1,4,0,59,150,93,0.001394256,"",4287,299
"ENSG00000166451",16,20,17,197,368,281,0.001396894,"CENPN",4288,172
"ENSG00000159314",2236,3062,8426,3311,5185,2710,0.001397348,"ARHGAP27",4289,-393
"ENSG00000102554",77,49,94,85,38,55,0.001398679,"KLF5",4290,151
"ENSG00000224401",2,0,0,73,40,89,0.001401698,"RPL7P57",4291,181
"ENSG00000135148",722,784,3963,1049,1388,759,0.001404038,"TRAFD1",4292,-625
"ENSG00000259668",10,0,2,123,330,228,0.001406175,"",4293,-28
"ENSG00000212907",4385,1763,2577,55345,35408,66680,0.001408821,"MT-ND4L",4294,-432
"ENSG00000258875",49,78,14,22,15,25,0.001411016,"",4295,-985
"ENSG00000287437",2,0,2,42,62,86,0.00141346,"",4296,79
"ENSG00000043462",6258,3094,6467,4837,5997,5582,0.001415101,"LCP2",4297,172
"ENSG00000241782",3,0,6,75,71,123,0.001416967,"",4298,1271
"ENSG00000230896",12,16,34,15,9,13,0.001420026,"",4299,190
"ENSG00000234492",1,1,1,75,63,35,0.001420026,"RPL34-DT",4300,NA
"ENSG00000259677",4,2,7,77,155,70,0.001420026,"",4301,48
"ENSG00000042832",19,447,149,49,89,36,0.001420905,"TG",4302,-806
"ENSG00000265369",0,0,0,3,75,117,0.001422015,"PCAT18",4303,-750
"ENSG00000276724",0,0,0,28,14,86,0.001429006,"",4304,90
"ENSG00000131097",1,3,0,75,59,84,0.00143217,"HIGD1B",4305,NA
"ENSG00000119986",214,122,72,117,65,35,0.00143689,"AVPI1",4306,-743
"ENSG00000154975",5,1,28,1,0,0,0.00143689,"CA10",4307,255
"ENSG00000225630",726,607,1465,7624,8908,16358,0.00143689,"MTND2P28",4308,544
"ENSG00000230638",4,0,0,52,183,112,0.00143689,"",4309,-378
"ENSG00000277142",4,3,2,87,63,105,0.00143689,"LINC00235",4310,203
"ENSG00000278828",222,85,256,23,94,148,0.00143689,"H3C10",4311,183
"ENSG00000213047",69,179,235,1691,2453,2278,0.001436892,"DENND1B",4312,-397
"ENSG00000267724",1,1,2,105,36,55,0.001439555,"",4313,-376
"ENSG00000084110",1049,1111,2396,1349,1122,281,0.00144347,"HAL",4314,-585
"ENSG00000111644",360,394,280,320,379,255,0.001444374,"ACRBP",4315,-442
"ENSG00000107643",179,144,177,1771,1755,2454,0.001444994,"MAPK8",4316,216
"ENSG00000149499",1717,1236,2460,2487,2110,1530,0.001444994,"EML3",4317,48
"ENSG00000140265",86,115,267,1378,1496,1762,0.001445749,"ZSCAN29",4318,265
"ENSG00000149346",62,36,158,924,847,1503,0.001445749,"SLX4IP",4319,-109
"ENSG00000232290",0,0,0,46,32,20,0.001446116,"",4320,NA
"ENSG00000271064",6,0,0,115,170,169,0.001447362,"",4321,NA
"ENSG00000235419",0,0,2,53,57,58,0.001450421,"",4322,NA
"ENSG00000251354",1,5,0,159,124,71,0.001450609,"",4323,804
"ENSG00000243954",0,0,0,20,44,33,0.001451101,"RN7SL743P",4324,NA
"ENSG00000075785",3982,5302,25558,5711,8097,6537,0.001454196,"RAB7A",4325,-180
"ENSG00000206647",0,0,0,29,48,21,0.001454379,"",4326,NA
"ENSG00000188177",110,99,245,1624,1194,1437,0.001455744,"ZC3H6",4327,83
"ENSG00000113838",52,53,60,601,590,675,0.001460759,"TBCCD1",4328,357
"ENSG00000058085",2,9,23,1,3,1,0.001463175,"LAMC2",4329,-307
"ENSG00000279020",0,0,0,16,57,34,0.001463175,"C18orf15",4330,451
"ENSG00000165506",27,47,55,542,419,721,0.001463291,"DNAAF2",4331,328
