"gene","GTExN7MScountsREPROCESSED","GTExNFK9countsREPROCESSED","GTExO5YTcountsREPROCESSED","GDC2821countsREPROCESSED","GDC2828countsREPROCESSED","GDC2839countsREPROCESSED","padj","symbol","rank","rank_change"
"ENSG00000286828",0,0,0,31,11,32,0.00565522484772843,"AC008883.3",6137,NA
"ENSG00000254695",2,0,30,0,0,0,0.00575049621429739,"AC087379.2",6176,NA
"ENSG00000285560",2,0,0,47,61,31,0.00578304621511061,"AC103739.3",6183,NA
"ENSG00000286523",0,0,1,54,9,66,0.00590407336611964,"AL022151.1",6219,NA
"ENSG00000286656",16,15,25,136,230,607,0.0059404347754863,"AC008875.2",6226,NA
"ENSG00000287720",1,0,6,59,92,43,0.00614646103408552,"AC023480.1",6270,NA
"ENSG00000124092",5,3,7,0,1,1,0.00626754111545771,"CTCFL",6298,NA
"ENSG00000286478",0,0,0,24,11,38,0.0063256432330285,"AC007130.1",6314,NA
"ENSG00000286424",1,0,0,32,23,39,0.00640963532023142,"AL157996.2",6330,NA
"ENSG00000277957",1,0,0,42,24,28,0.00649719528748675,"SENP3-EIF4A1",6343,NA
"ENSG00000287422",0,2,0,17,57,109,0.00656552152408167,"AL442071.2",6356,NA
"ENSG00000233729",0,4,34,1,0,1,0.00657923427667012,"NCKAP5-AS1",6360,NA
"ENSG00000286586",0,0,0,18,16,32,0.00686135765500777,"AC084018.3",6433,NA
"ENSG00000286108",0,0,1,11,63,41,0.00687948494908475,"AL359916.1",6437,NA
"ENSG00000287737",13,22,269,56,17,17,0.00690062286528767,"AC132872.5",6441,NA
"ENSG00000025708",2870,1904,17112,505,4519,162,0.00694992008378451,"TYMP",6452,NA
"ENSG00000287110",0,0,2,42,28,49,0.00708684555959054,"AC112484.5",6493,NA
"ENSG00000285857",2,0,0,28,42,71,0.00714378202791522,"AC016727.3",6506,NA
"ENSG00000285731",0,3,0,58,39,65,0.00725189141598041,"AC090644.1",6547,NA
"ENSG00000275210",59,72,520,27,124,3,0.00728215912563976,"AC245884.11",6552,NA
"ENSG00000280850",0,0,0,1,91,43,0.00731438838342034,"AL121956.5",6561,NA
"ENSG00000287925",1,4,1,36,52,134,0.00738734103138114,"AL353576.1",6578,NA
"ENSG00000286816",1,0,0,12,49,46,0.00751133356421125,"AP005273.2",6620,NA
"ENSG00000287965",0,0,0,22,22,17,0.00756211617291869,"AC018557.3",6634,NA
"ENSG00000287511",0,0,0,15,33,17,0.00766894671196316,"AL109984.1",6668,NA
"ENSG00000287229",1,0,0,23,32,33,0.00768707953806852,"AC009731.1",6673,NA
"ENSG00000254995",121,45,72,76,95,41,0.00777316708083318,"STX16-NPEPL1",6687,NA
"ENSG00000285570",0,0,0,14,17,35,0.00785514858788573,"AL590666.4",6703,NA
"ENSG00000211770",14,5,1,2,0,0,0.00788920882290539,"TRBJ2-6",6712,NA
"ENSG00000287934",8,0,2,93,128,102,0.00792144653331663,"AP001885.3",6721,NA
"ENSG00000133136",2,5,11,1,2,0,0.00793499255026301,"GNG5P2",6724,NA
"ENSG00000285728",24,6,10,224,243,232,0.00798662407023604,"AC098484.4",6742,NA
"ENSG00000249602",4,11,2,2,1,0,0.00843346133059925,"AL589765.4",6844,NA
"ENSG00000254154",2,0,0,35,38,47,0.00862194055217505,"CRYZL2P-SEC16B",6871,NA
"ENSG00000107105",2,1,16,1,0,0,0.00863660119945664,"ELAVL2",6874,NA
"ENSG00000287580",2,2,2,46,32,74,0.00873221089859769,"AC073349.4",6890,NA
"ENSG00000287009",0,0,0,23,16,20,0.00875842523714973,"AC021037.1",6899,NA
"ENSG00000286730",0,0,0,27,10,28,0.00877356413082513,"AL365295.2",6904,NA
"ENSG00000286977",26,10,12,305,185,272,0.00881673743263953,"Z83745.1",6909,NA
"ENSG00000149090",1,3,12,1,0,0,0.00907901491214532,"PAMR1",6954,NA
"ENSG00000254750",15,0,12,2,1,0,0.0091659743327065,"CASP1P2",6978,NA
"ENSG00000287884",3,1,0,42,62,46,0.00919726501076265,"AC005594.1",6983,NA
"ENSG00000285844",0,1,0,30,21,33,0.00924510642052092,"FO393414.3",6995,NA
